date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:14:20	119/119	---M-Z	200	added ('OK')	text/plain	etag:%22151-1776888860;gz%22	https://worksmart-ai.co.uk/robots.txt		(from )
21:14:21	126864/126864	---MCZ	200	added ('OK')	text/html	etag:%22152-1776888860;gz%22	https://worksmart-ai.co.uk/	E:/Downloads/WSAI/worksmart-ai.co.uk/index.html	(from )
21:14:21	23928/23928	---M-Z	200	added ('OK')	application/javascript	etag:%225d78-63f54947185a6-gzip%22	https://cdn-cookieyes.com/client_data/b159b1eca4773ddca15f3aba/script.js	E:/Downloads/WSAI/cdn-cookieyes.com/client_data/b159b1eca4773ddca15f3aba/script.js	(from https://worksmart-ai.co.uk/)
21:14:21	2032/2032	---M-Z	200	added ('OK')	application/json	etag:%22153-1776888861;gz%22	https://worksmart-ai.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworksmart-ai.co.uk%2F	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/oembed/1.0/embedd8c1.json	(from https://worksmart-ai.co.uk/)
21:14:22	48200/48200	---MCZ	200	added ('OK')	application/rss+xml	etag:%22a8e3e6b4fd9a15ba839227b448773e6e%22	https://worksmart-ai.co.uk/feed/	E:/Downloads/WSAI/worksmart-ai.co.uk/feed/index.html	(from https://worksmart-ai.co.uk/)
21:14:22	2172/2172	---M-Z	200	added ('OK')	text/xml	etag:%22154-1776888862;gz%22	https://worksmart-ai.co.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fworksmart-ai.co.uk%2F&format=xml	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/oembed/1.0/embed3188	(from https://worksmart-ai.co.uk/)
21:14:22	119358/119358	---M-Z	200	added ('OK')	text/css	etag:%221d23e-6983315d-e82d93ec9ea90ef8;gz%22	https://worksmart-ai.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=6.9.4	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-includes/css/dist/block-library/style.minb34e.css	(from https://worksmart-ai.co.uk/)
21:14:22	15517/15517	---M-Z	200	added ('OK')	text/css	etag:%223c9d-69d8c5e6-bf05cd79c47accce;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/build/blocks/advanced-columns/style.css?ver=e5b53c5f8e12ee638c67	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/build/blocks/advanced-columns/style4cb3.css	(from https://worksmart-ai.co.uk/)
21:14:22	755/755	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8e3e6b4fd9a15ba839227b448773e6e%22	https://worksmart-ai.co.uk/comments/feed/	E:/Downloads/WSAI/worksmart-ai.co.uk/comments/feed/index.html	(from https://worksmart-ai.co.uk/)
21:14:22	39739/39739	---M-Z	200	added ('OK')	text/css	etag:%229b3b-692ffb9b-71a082289b7290fb;gz%22	https://worksmart-ai.co.uk/wp-content/themes/neve/style-main-new.min.css?ver=4.1.4	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/themes/neve/style-main-new.mineda1.css	(from https://worksmart-ai.co.uk/)
21:14:23	27921/27921	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Apr%202026%2020:14:23%20GMT	https://worksmart-ai.co.uk/wp-json/wp/v2/pages/1043	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/wp/v2/pages/1043.json	(from https://worksmart-ai.co.uk/)
21:14:23	315725/315725	---MCZ	200	added ('OK')	application/json	etag:%22155-1776888863;gz%22	https://worksmart-ai.co.uk/wp-json/	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-json/index.html	(from https://worksmart-ai.co.uk/)
21:14:23	822/822	---M-Z	200	added ('OK')	text/xml	date:Wed,%2022%20Apr%202026%2020:14:23%20GMT	https://worksmart-ai.co.uk/xmlrpc.php?rsd	E:/Downloads/WSAI/worksmart-ai.co.uk/xmlrpc0db0.php	(from https://worksmart-ai.co.uk/)
21:14:23	567/567	---M--	200	added ('OK')	image/png	etag:%22237-692ffb9b-2c62339770604393;;;%22	https://worksmart-ai.co.uk/wp-content/uploads/2025/11/cropped-New-logo-favicon-32x32.png	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/uploads/2025/11/cropped-New-logo-favicon-32x32.png	(from https://worksmart-ai.co.uk/)
21:14:23	5779/5779	---M--	200	added ('OK')	image/png	etag:%221693-692ffb9b-e5e589914a37b276;;;%22	https://worksmart-ai.co.uk/wp-content/uploads/2025/11/cropped-New-logo-favicon-192x192.png	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/uploads/2025/11/cropped-New-logo-favicon-192x192.png	(from https://worksmart-ai.co.uk/)
21:14:24	4733/4733	---M--	200	added ('OK')	image/png	etag:%22127d-692ffb9b-a5d04aa2139e960;;;%22	https://worksmart-ai.co.uk/wp-content/uploads/2025/11/cropped-New-logo-favicon-180x180.png	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/uploads/2025/11/cropped-New-logo-favicon-180x180.png	(from https://worksmart-ai.co.uk/)
21:14:24	5588/5588	---M-Z	200	added ('OK')	text/css	etag:%2215d4-692ffb95-faeba2b559bb2b6f;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/wsai-savings/assets/wsai-savings.css?ver=1.2.0	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/wsai-savings/assets/wsai-savings7359.css	(from https://worksmart-ai.co.uk/)
21:14:24	59306/59306	---M-Z	200	added ('OK')	text/css	etag:%22e7aa-69d8c5e6-5ffa037d691f573f;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min4cb3.css	(from https://worksmart-ai.co.uk/)
21:14:24	26703/26703	---M-Z	200	added ('OK')	text/css	etag:%22684f-69d8c5e6-94d16dafe659a472;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/v4-shims.min.css?ver=e5b53c5f8e12ee638c67	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/v4-shims.min4cb3.css	(from https://worksmart-ai.co.uk/)
21:14:24	5859/5859	---M--	200	added ('OK')	image/png	etag:%2216e3-692ffb9c-53198671ec6ae3a3;;;%22	https://worksmart-ai.co.uk/wp-content/uploads/2025/11/cropped-New-Logo-512-x-512-px.png	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/uploads/2025/11/cropped-New-Logo-512-x-512-px.png	(from https://worksmart-ai.co.uk/)
21:14:25	52663/52663	---M--	200	added ('OK')	image/jpeg	etag:%22cdb7-692ffb9b-72daf1e55c67f00c;;;%22	https://worksmart-ai.co.uk/wp-content/uploads/2020/01/neve-web-design-bg-09.jpg	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/uploads/2020/01/neve-web-design-bg-09.jpg	(from https://worksmart-ai.co.uk/)
21:14:25	7189/7189	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c15-692ffb9b-88807ff7d01572fa;gz%22	https://worksmart-ai.co.uk/wp-content/themes/neve/assets/js/build/modern/frontend.js?ver=4.1.4	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/themes/neve/assets/js/build/modern/frontendeda1.js	(from https://worksmart-ai.co.uk/)
21:14:25	23231/23231	---M-Z	200	added ('OK')	application/x-javascript	etag:%225abf-69e92379-51896f054948a170;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=4.0.2	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min05da.js	(from https://worksmart-ai.co.uk/)
21:14:26	14138/14138	---M-Z	200	added ('OK')	application/x-javascript	etag:%22373a-692ffb95-6348d3e7f59b33bf;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/wsai-savings/assets/wsai-savings.js?ver=1.2.0	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/wsai-savings/assets/wsai-savings7359.js	(from https://worksmart-ai.co.uk/)
21:14:27	136398/136398	---MCZ	200	added ('OK')	text/html	etag:%22156-1776888865;gz%22	https://worksmart-ai.co.uk/training/	E:/Downloads/WSAI/worksmart-ai.co.uk/training/index.html	(from https://worksmart-ai.co.uk/)
21:14:28	86854/86854	---MCZ	200	added ('OK')	text/html	etag:%22158-1776888867;gz%22	https://worksmart-ai.co.uk/news/	E:/Downloads/WSAI/worksmart-ai.co.uk/news/index.html	(from https://worksmart-ai.co.uk/)
21:14:29	107605/107605	---MCZ	200	added ('OK')	text/html	etag:%22157-1776888867;gz%22	https://worksmart-ai.co.uk/about-us/	E:/Downloads/WSAI/worksmart-ai.co.uk/about-us/index.html	(from https://worksmart-ai.co.uk/)
21:14:29	74350/74350	---MCZ	200	added ('OK')	text/html	etag:%22159-1776888867;gz%22	https://worksmart-ai.co.uk/contact-us/	E:/Downloads/WSAI/worksmart-ai.co.uk/contact-us/index.html	(from https://worksmart-ai.co.uk/)
21:14:30	102094/102094	---MCZ	200	added ('OK')	text/html	etag:%22160-1776888868;gz%22	https://worksmart-ai.co.uk/how-our-calculator-works/	E:/Downloads/WSAI/worksmart-ai.co.uk/how-our-calculator-works/index.html	(from https://worksmart-ai.co.uk/)
21:14:31	77793/77793	---M-Z	200	added ('OK')	text/html	etag:%22164-1776888870;gz%22	https://worksmart-ai.co.uk/terms-of-service/	E:/Downloads/WSAI/worksmart-ai.co.uk/terms-of-service/index.html	(from https://worksmart-ai.co.uk/)
21:14:31	76863/76863	---MCZ	200	added ('OK')	text/html	etag:%22161-1776888869;gz%22	https://worksmart-ai.co.uk/cookie-policy/	E:/Downloads/WSAI/worksmart-ai.co.uk/cookie-policy/index.html	(from https://worksmart-ai.co.uk/)
21:14:32	74154/74154	---MCZ	200	added ('OK')	text/html	etag:%22162-1776888869;gz%22	https://worksmart-ai.co.uk/book-a-call/	E:/Downloads/WSAI/worksmart-ai.co.uk/book-a-call/index.html	(from https://worksmart-ai.co.uk/)
21:14:32	79085/79085	---MCZ	200	added ('OK')	text/html	etag:%22163-1776888870;gz%22	https://worksmart-ai.co.uk/privacy-policy/	E:/Downloads/WSAI/worksmart-ai.co.uk/privacy-policy/index.html	(from https://worksmart-ai.co.uk/)
21:14:33	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-69d8c5e6-4505f202b1a3428b;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.eot	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.eot	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:33	76329/76329	---MCZ	200	added ('OK')	text/html	etag:%22165-1776888872;gz%22	https://worksmart-ai.co.uk/equality-diversity-inclusion/	E:/Downloads/WSAI/worksmart-ai.co.uk/equality-diversity-inclusion/index.html	(from https://worksmart-ai.co.uk/)
21:14:33	75784/75784	---MCZ	200	added ('OK')	text/html	etag:%22166-1776888873;gz%22	https://worksmart-ai.co.uk/accessibility-statement/	E:/Downloads/WSAI/worksmart-ai.co.uk/accessibility-statement/index.html	(from https://worksmart-ai.co.uk/)
21:14:33	75509/75509	---MCZ	200	added ('OK')	text/html	etag:%22167-1776888873;gz%22	https://worksmart-ai.co.uk/modern-slavery/	E:/Downloads/WSAI/worksmart-ai.co.uk/modern-slavery/index.html	(from https://worksmart-ai.co.uk/)
21:14:33	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220c96-69d8c5e6-4505f202b1a3428b;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.eot?	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:33	75700/75700	---MCZ	200	added ('OK')	text/html	etag:%22168-1776888873;gz%22	https://worksmart-ai.co.uk/sustainability/	E:/Downloads/WSAI/worksmart-ai.co.uk/sustainability/index.html	(from https://worksmart-ai.co.uk/)
21:14:34	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%2212bc0-69d8c5e6-451885c18d04eb83;;;%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.woff2	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.woff2	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:34	74592/74592	---M-Z	200	added ('OK')	text/html	etag:%22169-1776888874;gz%22	https://worksmart-ai.co.uk/insurance-statement/	E:/Downloads/WSAI/worksmart-ai.co.uk/insurance-statement/index.html	(from https://worksmart-ai.co.uk/)
21:14:34	89988/89988	---M--	200	added ('OK')	application/font-woff	etag:%2215f84-69d8c5e6-acaa631a9544667a;;;%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.woff	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.woff	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:35	133988/133988	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220b64-69d8c5e6-ad4fdf093bcfcc0a;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.ttf	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.ttf	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:35	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-69d8c5e6-e1905a96807c8eee;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.eot	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.eot	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:35	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-69d8c5e6-e1905a96807c8eee;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.eot?	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:35	13224/13224	---M--	200	added ('OK')	font/woff2	etag:%2233a8-69d8c5e6-50d811301595da8a;;;%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.woff2	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.woff2	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:35	747927/747927	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6997-69d8c5e6-2e983048d9aa8c98;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.svg	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-brands-400.svg	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:35	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%223f94-69d8c5e6-a3ec3084ef97a3f8;;;%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.woff	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.woff	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:36	33736/33736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2283c8-69d8c5e6-72c2330a36443c79;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.ttf	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.ttf	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:36	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-69d8c5e6-6ba1cf12e7332705;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.svg	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-regular-400.svg	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:36	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-69d8c5e6-6b446dbcdf792dfe;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.eot	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.eot	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:37	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-69d8c5e6-6b446dbcdf792dfe;gz%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.eot?	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
21:14:37	78268/78268	---M--	200	added ('OK')	font/woff2	etag:%22131bc-69d8c5e6-918b361ceb58e0dd;;;%22	https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.woff2	E:/Downloads/WSAI/worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/webfonts/fa-solid-900.woff2	(from https://worksmart-ai.co.uk/wp-content/plugins/otter-blocks/assets/fontawesome/css/all.min.css?ver=e5b53c5f8e12ee638c67)
